movieId,title,genres,imdbId,tmdbId
3498,Midnight Express (1978),Drama,77928.0,11327.0
3499,Misery (1990),Drama|Horror|Thriller,100157.0,1700.0
3500,Mr. Saturday Night (1992),Comedy|Drama,104928.0,54087.0
3501,Murphy's Romance (1985),Comedy|Romance,89643.0,34322.0
3502,My Life (1993),Drama,107630.0,41659.0
3503,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi,69293.0,593.0
3504,Network (1976),Comedy|Drama,74958.0,10774.0
3505,No Way Out (1987),Drama|Mystery|Thriller,93640.0,10083.0
3506,North Dallas Forty (1979),Comedy|Drama,79640.0,29786.0
3507,"Odd Couple, The (1968)",Comedy,63374.0,11356.0
3508,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western,75029.0,10747.0
3510,Frequency (2000),Drama|Thriller,186151.0,10559.0
3511,Ready to Rumble (2000),Comedy,217756.0,20697.0
3512,Return to Me (2000),Drama|Romance,122459.0,2621.0
3513,Rules of Engagement (2000),Drama|Thriller,160797.0,10479.0
3514,Joe Gould's Secret (2000),Drama,172632.0,125709.0
3515,Me Myself I (2000),Comedy|Romance,183503.0,49721.0
3516,"Bell, Book and Candle (1958)",Comedy|Fantasy|Romance,51406.0,2006.0
3519,Force 10 from Navarone (1978),Action|Drama|War,77572.0,17339.0
3521,Mystery Train (1989),Comedy|Drama,97940.0,11305.0
3524,Arthur (1981),Comedy|Romance,82031.0,13665.0
3525,Bachelor Party (1984),Comedy,86927.0,12309.0
3526,Parenthood (1989),Comedy|Drama,98067.0,1552.0
3527,Predator (1987),Action|Sci-Fi|Thriller,93773.0,106.0
3528,"Prince of Tides, The (1991)",Drama|Romance,102713.0,10333.0
3529,"Postman Always Rings Twice, The (1981)",Crime|Thriller,82934.0,11027.0
3531,All the Vermeers in New York (1990),Comedy|Drama|Romance,99014.0,123757.0
3534,28 Days (2000),Drama,191754.0,10468.0
3535,American Psycho (2000),Crime|Horror|Mystery|Thriller,144084.0,1359.0
3536,Keeping the Faith (2000),Comedy|Drama|Romance,171433.0,4967.0
3537,Where the Money Is (2000),Comedy|Drama,149367.0,31776.0
3538,East is East (1999),Comedy,166175.0,10557.0
3539,"Filth and the Fury, The (2000)",Documentary,236216.0,27745.0
3543,Diner (1982),Comedy|Drama,83833.0,13776.0
3544,Shakes the Clown (1992),Comedy,102898.0,26291.0
3545,Cabaret (1972),Drama|Musical,68327.0,10784.0
3546,What Ever Happened to Baby Jane? (1962),Drama|Horror|Thriller,56687.0,10242.0
3548,Auntie Mame (1958),Comedy|Drama,51383.0,16347.0
3549,Guys and Dolls (1955),Comedy|Musical|Romance,48140.0,4825.0
3550,The Hunger (1983),Horror,85701.0,11654.0
3551,Marathon Man (1976),Crime|Drama|Thriller,74860.0,10518.0
3552,Caddyshack (1980),Comedy,80487.0,11977.0
3553,Gossip (2000),Drama|Thriller,176783.0,18041.0
3554,Love and Basketball (2000),Drama|Romance,199725.0,14736.0
3555,U-571 (2000),Action|Thriller|War,141926.0,3536.0
3556,"Virgin Suicides, The (1999)",Drama|Romance,159097.0,1443.0
3557,Jennifer 8 (1992),Mystery|Thriller,104549.0,10424.0
3559,Limelight (1952),Comedy|Drama|Romance,44837.0,28971.0
3563,"Crow: Salvation, The (2000)",Action|Horror,132910.0,9456.0
3564,"Flintstones in Viva Rock Vegas, The (2000)",Children|Comedy,158622.0,889.0
3565,Where the Heart Is (2000),Comedy|Drama,198021.0,10564.0
3566,"Big Kahuna, The (2000)",Comedy|Drama,189584.0,15723.0
3567,Bossa Nova (2000),Comedy|Drama|Romance,180837.0,19600.0
3568,Smiling Fish and Goat on Fire (1999),Comedy|Romance,162348.0,125537.0
3569,"Idiots, The (Idioterne) (1998)",Comedy|Drama,154421.0,452.0
3571,Time Code (2000),Comedy|Drama,220100.0,36234.0
3572,Carnosaur (1993),Horror|Sci-Fi,106521.0,39283.0
3573,Carnosaur 2 (1995),Horror|Sci-Fi,112634.0,65460.0
3574,Carnosaur 3: Primal Species (1996),Horror|Sci-Fi,115834.0,55667.0
3576,"Hidden, The (1987)",Action|Horror|Sci-Fi,93185.0,12476.0
3577,Two Moon Junction (1988),Drama|Romance,96324.0,5241.0
3578,Gladiator (2000),Action|Adventure|Drama,172495.0,98.0
3580,Up at the Villa (2000),Drama,153464.0,47724.0
3581,Human Traffic (1999),Comedy,188674.0,11129.0
3584,Breathless (1983),Action|Drama|Romance|Thriller,85276.0,1058.0
3586,The Idolmaker (1980),Drama|Romance,80913.0,42159.0
3587,Inferno (1980),Horror,80923.0,16395.0
3590,"Lords of Flatbush, The (1974)",Comedy|Drama,71772.0,38925.0
3591,Mr. Mom (1983),Comedy|Drama,85970.0,13105.0
3592,"Time Masters (Maîtres du temps, Les) (1982)",Animation|Sci-Fi,84315.0,22501.0
3593,Battlefield Earth (2000),Action|Sci-Fi,185183.0,5491.0
3594,Center Stage (2000),Drama|Musical,210616.0,10560.0
3596,Screwed (2000),Comedy,156323.0,19419.0
3597,Whipped (2000),Comedy,174336.0,23531.0
3598,Hamlet (2000),Crime|Drama|Romance|Thriller,171359.0,10688.0
3599,Anchors Aweigh (1945),Comedy|Musical,37514.0,17889.0
3604,Gypsy (1962),Musical,56048.0,39391.0
3606,On the Town (1949),Comedy|Musical|Romance,41716.0,31516.0
3608,Pee-wee's Big Adventure (1985),Adventure|Comedy,89791.0,5683.0
3609,Regret to Inform (1998),Documentary,181786.0,113279.0
3614,Honeymoon in Vegas (1992),Comedy|Romance,104438.0,12518.0
3615,Dinosaur (2000),Adventure|Animation|Children,130623.0,10567.0
3616,Loser (2000),Comedy|Romance,217630.0,10642.0
3617,Road Trip (2000),Comedy,215129.0,9285.0
3618,Small Time Crooks (2000),Comedy|Crime,196216.0,10569.0
3619,"Hollywood Knights, The (1980)",Comedy,80881.0,21879.0
3622,"Twelve Chairs, The (1970)",Comedy,66495.0,24918.0
3623,Mission: Impossible II (2000),Action|Adventure|Thriller,120755.0,955.0
3624,Shanghai Noon (2000),Action|Adventure|Comedy|Western,184894.0,8584.0
3625,Better Living Through Circuitry (1999),Documentary,207998.0,47295.0
3626,8 ½ Women (a.k.a. 8 1/2 Women) (a.k.a. Eight and a Half Women) (1999),Comedy,154443.0,11332.0
3627,Carnival of Souls (1962),Horror|Thriller,55830.0,16093.0
3628,Flying Tigers (1942),Action|Drama|Romance|War,34742.0,29372.0
3629,"Gold Rush, The (1925)",Adventure|Comedy|Romance,15864.0,962.0
3632,Monsieur Verdoux (1947),Comedy|Crime,39631.0,30588.0
3633,On Her Majesty's Secret Service (1969),Action|Adventure|Romance|Thriller,64757.0,668.0
3634,Seven Days in May (1964),Thriller,58576.0,23518.0
3635,"Spy Who Loved Me, The (1977)",Action|Adventure|Thriller,76752.0,691.0
3637,Vagabond (Sans toit ni loi) (1985),Drama,89960.0,44018.0
3638,Moonraker (1979),Action|Adventure|Sci-Fi|Thriller,79574.0,698.0
3639,"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller,71807.0,682.0
3640,"King in New York, A (1957)",Comedy|Drama,50598.0,28973.0
3641,"Woman of Paris, A (1923)",Drama,14624.0,28974.0
3643,"Fighting Seabees, The (1944)",Action|Drama|War,36824.0,22994.0
3646,Big Momma's House (2000),Comedy,208003.0,9600.0
3648,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)",Horror|Sci-Fi,50095.0,38006.0
3649,American Gigolo (1980),Drama,80365.0,2768.0
3652,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)",Horror,81318.0,24920.0
3653,"Endless Summer, The (1966)",Documentary,60371.0,21.0
3654,"Guns of Navarone, The (1961)",Action|Adventure|Drama|War,54953.0,10911.0
3655,Blow-Out (La grande bouffe) (1973),Drama,70130.0,10102.0
3658,Quatermass and the Pit (1967),Horror|Sci-Fi,62168.0,26912.0
3660,Puppet Master (1989),Horror|Sci-Fi|Thriller,98143.0,26953.0
3661,Puppet Master II (1991),Horror|Sci-Fi|Thriller,100438.0,26954.0
3662,Puppet Master III: Toulon's Revenge (1991),Horror|Sci-Fi|Thriller,102728.0,26956.0
3663,Puppet Master 4 (1993),Horror|Sci-Fi|Thriller,107899.0,26957.0
3664,Puppet Master 5: The Final Chapter (1994),Horror|Sci-Fi|Thriller,110916.0,26958.0
3667,Rent-A-Cop (1988),Action|Comedy|Crime,95977.0,80287.0
3668,Romeo and Juliet (1968),Drama|Romance,63518.0,6003.0
3669,Stay Tuned (1992),Comedy,105466.0,23939.0
3671,Blazing Saddles (1974),Comedy|Western,71230.0,11072.0
3672,Benji (1974),Adventure|Children,71206.0,23069.0
3673,Benji the Hunted (1987),Adventure|Children,92638.0,21299.0
3674,For the Love of Benji (1977),Adventure|Children|Comedy|Drama,76044.0,38802.0
3675,White Christmas (1954),Comedy|Musical|Romance,47673.0,13368.0
3676,Eraserhead (1977),Drama|Horror,74486.0,985.0
3677,Baraka (1992),Documentary,103767.0,14002.0
3678,"Man with the Golden Arm, The (1955)",Drama,48347.0,541.0
3679,"Decline of Western Civilization, The (1981)",Documentary|Musical,82252.0,21137.0
3680,"Decline of Western Civilization Part II: The Metal Years, The (1988)",Documentary,94980.0,36724.0
3681,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western,59578.0,938.0
3682,Magnum Force (1973),Action|Crime|Drama|Thriller,70355.0,10648.0
3683,Blood Simple (1984),Crime|Drama|Film-Noir,86979.0,11368.0
3684,"Fabulous Baker Boys, The (1989)",Drama|Romance,97322.0,10875.0
3685,Prizzi's Honor (1985),Comedy|Drama|Romance,89841.0,2075.0
3686,Flatliners (1990),Horror|Sci-Fi|Thriller,99582.0,1551.0
3687,Light Years (Gandahar) (1988),Adventure|Animation|Fantasy|Sci-Fi,95525.0,22500.0
3688,Porky's (1982),Comedy,84522.0,10246.0
3689,Porky's II: The Next Day (1983),Comedy,86129.0,19698.0
3690,Porky's Revenge (1985),Comedy,89826.0,23919.0
3691,Private School (1983),Comedy,86143.0,18835.0
3692,Class of Nuke 'Em High (1986),Comedy|Horror,90849.0,26554.0
3693,"Toxic Avenger, The (1985)",Comedy|Horror,90190.0,15239.0
3694,"Toxic Avenger, Part II, The (1989)",Comedy|Horror,98503.0,28165.0
3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",Comedy|Horror,98502.0,28169.0
3696,Night of the Creeps (1986),Comedy|Horror|Sci-Fi|Thriller,91630.0,15762.0
3697,Predator 2 (1990),Action|Sci-Fi|Thriller,100403.0,169.0
3698,"Running Man, The (1987)",Action|Sci-Fi,93894.0,865.0
3699,Starman (1984),Adventure|Drama|Romance|Sci-Fi,88172.0,9663.0
3700,"Brother from Another Planet, The (1984)",Drama|Sci-Fi,87004.0,26889.0
3701,Alien Nation (1988),Crime|Drama|Sci-Fi|Thriller,94631.0,10128.0
3702,Mad Max (1979),Action|Adventure|Sci-Fi,79501.0,9659.0
3703,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi|Thriller,82694.0,8810.0
3704,Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi,89530.0,9355.0
3705,Bird on a Wire (1990),Action|Comedy|Romance,99141.0,1727.0
3706,Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller,92563.0,635.0
3707,9 1/2 Weeks (Nine 1/2 Weeks) (1986),Drama|Romance,91635.0,10068.0
3708,Firestarter (1984),Horror|Thriller,87262.0,11495.0
3709,Sleepwalkers (1992),Horror,105428.0,11428.0
3710,Action Jackson (1988),Action|Comedy|Crime|Thriller,94612.0,10117.0
3711,Sarafina! (1992),Drama,105316.0,35936.0
3712,Soapdish (1991),Comedy,102951.0,25562.0
3713,"Long Walk Home, The (1990)",Drama,100046.0,51763.0
3714,Clara's Heart (1988),Drama,94882.0,73079.0
3715,Burglar (1987),Comedy|Crime,92710.0,38921.0
3716,Fatal Beauty (1987),Action|Comedy|Crime|Drama,93011.0,35463.0
3717,Gone in 60 Seconds (2000),Action|Crime,187078.0,9679.0
3719,Love's Labour's Lost (2000),Comedy|Romance,182295.0,51333.0
3720,Sunshine (1999),Drama,145503.0,17771.0
3723,Hamlet (1990),Drama,99726.0,10264.0
3724,Coming Home (1978),Drama|War,77362.0,31657.0
3725,American Pop (1981),Animation|Musical,82009.0,29204.0
3726,Assault on Precinct 13 (1976),Action|Thriller,74156.0,17814.0
3727,Near Dark (1987),Horror|Western,93605.0,11879.0
3728,One False Move (1992),Crime|Drama|Film-Noir|Thriller,102592.0,21128.0
3729,Shaft (1971),Action|Crime|Drama|Thriller,67741.0,482.0
3730,"Conversation, The (1974)",Drama|Mystery,71360.0,592.0
3731,Cutter's Way (1981),Drama|Thriller,82220.0,31593.0
3732,"Fury, The (1978)",Horror,77588.0,12611.0
3733,"Paper Chase, The (1973)",Drama,70509.0,14328.0
3735,Serpico (1973),Crime|Drama,70666.0,9040.0
3736,"Ace in the Hole (Big Carnival, The) (1951)",Drama,43338.0,25364.0
3737,Lonely Are the Brave (1962),Drama|Western,56195.0,43002.0
3738,"Sugarland Express, The (1974)",Drama,72226.0,5121.0
3739,Trouble in Paradise (1932),Comedy|Romance,23622.0,195.0
3740,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy,90728.0,6978.0
3741,Badlands (1973),Crime|Drama|Thriller,69762.0,3133.0
3742,Battleship Potemkin (1925),Drama|War,15648.0,643.0
3743,Boys and Girls (2000),Comedy|Romance,204175.0,10571.0
3744,Shaft (2000),Action|Crime|Thriller,162650.0,479.0
3745,Titan A.E. (2000),Action|Adventure|Animation|Children|Sci-Fi,120913.0,7450.0
3746,Butterfly (La lengua de las mariposas) (1999),Drama,188030.0,31023.0
3747,Jesus' Son (1999),Drama,186253.0,25636.0
3751,Chicken Run (2000),Animation|Children|Comedy,120630.0,7443.0
3752,"Me, Myself & Irene (2000)",Adventure|Comedy,183505.0,2123.0
3753,"Patriot, The (2000)",Action|Drama|War,187393.0,2024.0
3754,"Adventures of Rocky and Bullwinkle, The (2000)",Adventure|Animation|Children|Comedy|Fantasy,131704.0,17711.0
3755,"Perfect Storm, The (2000)",Drama|Thriller,177971.0,2133.0
3756,"Golden Bowl, The (2000)",Drama,200669.0,29946.0
3758,Communion (1989),Drama|Sci-Fi|Thriller,97100.0,28774.0
3760,"Kentucky Fried Movie, The (1977)",Comedy,76257.0,11598.0
3761,"Blood In, Blood Out (1993)",Action|Crime|Drama|Thriller,106469.0,9702.0
3763,F/X (1986),Action|Crime|Thriller,89118.0,9873.0
3764,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),Action|Crime|Thriller,101846.0,16820.0
3765,"Hot Spot, The (1990)",Crime|Drama|Romance,99797.0,14864.0
3766,Missing in Action (1984),Action|War,87727.0,15379.0
3767,Missing in Action 2: The Beginning (1985),Action|War,89604.0,12764.0
3768,Braddock: Missing in Action III (1988),Action|War,94792.0,27352.0
3769,Thunderbolt and Lightfoot (1974),Action,72288.0,8348.0
3770,Dreamscape (1984),Horror|Sci-Fi|Thriller,87175.0,24099.0
3771,The Golden Voyage of Sinbad (1973),Action|Adventure|Fantasy,71569.0,17897.0
3773,House Party (1990),Comedy,99800.0,16094.0
3774,House Party 2 (1991),Comedy|Drama|Romance,102065.0,16096.0
3783,Croupier (1998),Crime|Drama,159382.0,12706.0
3784,"Kid, The (2000)",Comedy|Fantasy,219854.0,4244.0
3785,Scary Movie (2000),Comedy|Horror,175142.0,4247.0
3786,But I'm a Cheerleader (1999),Comedy,179116.0,20770.0
3787,Shower (Xizao) (1999),Comedy,215369.0,1050.0
3788,Blow-Up (Blowup) (1966),Drama|Mystery,60176.0,1052.0
3789,"Pawnbroker, The (1964)",Drama,59575.0,20540.0
3790,Groove (2000),Drama,212974.0,23655.0
3791,Footloose (1984),Drama,87277.0,1788.0
3792,Duel in the Sun (1946),Drama|Romance|Western,38499.0,32275.0
3793,X-Men (2000),Action|Adventure|Sci-Fi,120903.0,36657.0
3794,Chuck & Buck (2000),Comedy|Drama,200530.0,44490.0
3795,"Five Senses, The (1999)",Drama,168794.0,47585.0
3797,"In Crowd, The (2000)",Thriller,163676.0,36047.0
3798,What Lies Beneath (2000),Drama|Horror|Mystery,161081.0,2655.0
3799,Pokémon the Movie 2000 (2000),Animation|Children,210234.0,12599.0
3801,Anatomy of a Murder (1959),Drama|Mystery,52561.0,93.0
3802,Freejack (1992),Action|Sci-Fi,104299.0,9278.0
3806,Mackenna's Gold (1969),Western,64615.0,18118.0
3807,Sinbad and the Eye of the Tiger (1977),Adventure|Fantasy,76716.0,11940.0
3808,"Two Women (Ciociara, La) (1960)",Drama|War,54749.0,24167.0
3809,What About Bob? (1991),Comedy,103241.0,10276.0
3810,White Sands (1992),Drama|Thriller,105813.0,19380.0
3811,Breaker Morant (1980),Drama|War,80310.0,13783.0
3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),Comedy,68555.0,11624.0
3813,Interiors (1978),Drama,77742.0,15867.0
3814,Love and Death (1975),Comedy,73312.0,11686.0
3816,"Official Story, The (La historia oficial) (1985)",Drama,89276.0,29263.0
3819,Tampopo (1985),Comedy,92048.0,11830.0
3821,Nutty Professor II: The Klumps (2000),Comedy,144528.0,12107.0
3822,"Girl on the Bridge, The (Fille sur le pont, La) (1999)",Drama|Romance,144201.0,10401.0
3823,Wonderland (1999),Drama,171865.0,32640.0
3824,Autumn in New York (2000),Drama|Romance,174480.0,10641.0
3825,Coyote Ugly (2000),Comedy|Drama|Romance,200550.0,6282.0
3826,Hollow Man (2000),Horror|Sci-Fi|Thriller,164052.0,9383.0
3827,Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi,186566.0,5551.0
3830,Psycho Beach Party (2000),Comedy|Horror|Thriller,206226.0,27723.0
3831,Saving Grace (2000),Comedy,195234.0,2360.0
3832,"Black Sabbath (Tre volti della paura, I) (1963)",Horror,57603.0,28043.0
3833,"Brain That Wouldn't Die, The (1962)",Horror|Sci-Fi,52646.0,33468.0
3834,Bronco Billy (1980),Adventure|Drama|Romance,80472.0,21866.0
3835,"Crush, The (1993)",Thriller,106627.0,33408.0
3836,Kelly's Heroes (1970),Action|Comedy|War,65938.0,11589.0
3837,Phantasm II (1988),Action|Fantasy|Horror|Sci-Fi|Thriller,95863.0,15158.0
3838,Phantasm III: Lord of the Dead (1994),Horror,110823.0,16139.0
3839,Phantasm IV: Oblivion (1998),Horror,138703.0,16146.0
3840,Pumpkinhead (1988),Horror,95925.0,26515.0
3841,Air America (1990),Action|Comedy,99005.0,11856.0
3843,Sleepaway Camp (1983),Horror,86320.0,13567.0
3844,Steel Magnolias (1989),Drama,98384.0,10860.0
3845,And God Created Woman (Et Dieu... créa la femme) (1956),Drama,49189.0,8420.0
3846,Easy Money (1983),Comedy,85470.0,18391.0
3847,"Ilsa, She Wolf of the SS (1974)",Horror,71650.0,20850.0
3849,The Spiral Staircase (1945),Horror|Mystery|Thriller,38975.0,27452.0
3851,I'm the One That I Want (2000),Comedy,251739.0,38548.0
3852,"Tao of Steve, The (2000)",Comedy,234853.0,20438.0
3855,"Affair of Love, An (Liaison pornographique, Une) (1999)",Drama|Romance,204709.0,46991.0
3857,Bless the Child (2000),Thriller,163983.0,10391.0
3858,Cecil B. DeMented (2000),Comedy,173716.0,14195.0
3859,"Eyes of Tammy Faye, The (2000)",Documentary,233687.0,15665.0
3861,"Replacements, The (2000)",Comedy,191397.0,10393.0
3862,About Adam (2000),Comedy,199314.0,18168.0
3863,"Cell, The (2000)",Drama|Horror|Thriller,209958.0,8843.0
3864,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),Action|Adventure|Sci-Fi,188640.0,10643.0
3865,"Original Kings of Comedy, The (2000)",Comedy|Documentary,236388.0,23618.0
3868,"Naked Gun: From the Files of Police Squad!, The (1988)",Action|Comedy|Crime|Romance,95705.0,37136.0
3869,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy,102510.0,37137.0
3870,Our Town (1940),Drama,32881.0,23283.0
3871,Shane (1953),Drama|Western,46303.0,3110.0
3872,"Suddenly, Last Summer (1959)",Drama,53318.0,14698.0
3873,Cat Ballou (1965),Comedy|Western,59017.0,11694.0
3877,Supergirl (1984),Action|Adventure|Fantasy,88206.0,9651.0
3879,"Art of War, The (2000)",Action|Thriller,160009.0,11398.0
3882,Bring It On (2000),Comedy,204946.0,1588.0
3884,"Crew, The (2000)",Comedy,198386.0,19150.0
3888,Skipped Parts (2000),Drama|Romance,209322.0,41282.0
3889,Highlander: Endgame (Highlander IV) (2000),Action|Adventure|Fantasy,144964.0,12211.0
3893,Nurse Betty (2000),Comedy|Crime|Drama|Romance|Thriller,171580.0,10480.0
3894,Solas (1999),Drama,190798.0,80713.0
3895,"Watcher, The (2000)",Crime|Thriller,204626.0,10685.0
3896,"Way of the Gun, The (2000)",Crime|Thriller,202677.0,1619.0
3897,Almost Famous (2000),Drama,181875.0,786.0
3898,Bait (2000),Action|Comedy,211938.0,14805.0
3899,Circus (2000),Crime|Drama|Thriller,191037.0,51179.0
3900,Crime and Punishment in Suburbia (2000),Comedy|Drama,197384.0,46119.0
3901,Duets (2000),Comedy|Drama,134630.0,18074.0
3906,Under Suspicion (2000),Crime|Thriller,164212.0,10562.0
3908,Urban Legends: Final Cut (2000),Horror,192731.0,12212.0
3909,Woman on Top (2000),Comedy|Romance,206420.0,14629.0
3910,Dancer in the Dark (2000),Drama|Musical,168629.0,16.0
3911,Best in Show (2000),Comedy,218839.0,13785.0
3912,Beautiful (2000),Comedy|Drama,210567.0,34299.0
3914,"Broken Hearts Club, The (2000)",Drama,222850.0,22597.0
3915,Girlfight (2000),Drama,210075.0,19348.0
3916,Remember the Titans (2000),Drama,210945.0,10637.0
3917,Hellraiser (1987),Horror,93177.0,9003.0
3918,Hellbound: Hellraiser II (1988),Horror,95294.0,9064.0
3919,Hellraiser III: Hell on Earth (1992),Horror,104409.0,11569.0
3920,"Faraway, So Close (In weiter Ferne, so nah!) (1993)",Drama|Fantasy|Mystery|Romance,107209.0,10434.0
3922,Bikini Beach (1964),Comedy,57887.0,39113.0
3925,Stranger Than Paradise (1984),Comedy|Drama,88184.0,469.0
3926,Voyage to the Bottom of the Sea (1961),Adventure|Sci-Fi,55608.0,2160.0
3927,Fantastic Voyage (1966),Adventure|Sci-Fi,60397.0,2161.0
3928,Abbott and Costello Meet Frankenstein (1948),Comedy|Horror,40068.0,3073.0
3929,"Bank Dick, The (1940)",Comedy,32234.0,911.0
3930,"Creature from the Black Lagoon, The (1954)",Adventure|Horror|Sci-Fi,46876.0,10973.0
3932,"Invisible Man, The (1933)",Horror|Sci-Fi,24184.0,10787.0
3933,"Killer Shrews, The (1959)",Horror|Sci-Fi,52969.0,43109.0
3937,Runaway (1984),Sci-Fi|Thriller,88024.0,9507.0
3938,"Slumber Party Massacre, The (1982)",Horror,84695.0,27475.0
3939,Slumber Party Massacre II (1987),Horror,93996.0,27764.0
3940,Slumber Party Massacre III (1990),Horror,100639.0,27767.0
3941,Sorority House Massacre (1986),Horror,91990.0,40760.0
3942,Sorority House Massacre II (1990),Horror,100663.0,40446.0
3943,Bamboozled (2000),Comedy,215545.0,24664.0
3945,Digimon: The Movie (2000),Adventure|Animation|Children,259974.0,20455.0
3946,Get Carter (2000),Action|Drama|Thriller,208988.0,10461.0
3947,Get Carter (1971),Action|Crime|Drama|Thriller,67128.0,1485.0
3948,Meet the Parents (2000),Comedy,212338.0,1597.0
3949,Requiem for a Dream (2000),Drama,180093.0,641.0
3950,Tigerland (2000),Drama,170691.0,10687.0
3951,Two Family House (2000),Drama,202641.0,63956.0
3952,"Contender, The (2000)",Drama|Thriller,208874.0,6521.0
3953,Dr. T and the Women (2000),Comedy|Romance,205271.0,10763.0
3955,"Ladies Man, The (2000)",Comedy,213790.0,16888.0
3957,Billy Jack (1971),Action|Drama,66832.0,21142.0
3958,Billy Jack Goes to Washington (1977),Drama,75754.0,78140.0
3959,"Time Machine, The (1960)",Action|Adventure|Sci-Fi,54387.0,2134.0
3962,Ghoulies II (1987),Comedy|Horror,93091.0,28605.0
3963,"Unsinkable Molly Brown, The (1964)",Musical,58708.0,42797.0
3964,"Adventures of Ichabod and Mr. Toad, The (1949)",Animation|Children,41094.0,13465.0
3965,"Strange Love of Martha Ivers, The (1946)",Drama|Film-Noir,38988.0,27033.0
3966,Detour (1945),Crime|Film-Noir,37638.0,20367.0
3967,Billy Elliot (2000),Drama,249462.0,71.0
3968,Bedazzled (2000),Comedy,230030.0,1636.0
3969,Pay It Forward (2000),Drama,223897.0,10647.0
3971,"Private Eyes, The (1981)",Comedy|Mystery,81376.0,13762.0
3972,"Legend of Drunken Master, The (Jui kuen II) (1994)",Action|Comedy,111512.0,12207.0
3973,Book of Shadows: Blair Witch 2 (2000),Crime|Horror|Mystery|Thriller,229260.0,11531.0
3974,"Little Vampire, The (2000)",Adventure|Children,192255.0,24100.0
3977,Charlie's Angels (2000),Action|Comedy,160127.0,4327.0
3978,"Legend of Bagger Vance, The (2000)",Drama|Romance,146984.0,4958.0
3979,Little Nicky (2000),Comedy,185431.0,9678.0
3980,Men of Honor (2000),Drama,203019.0,11978.0
3981,Red Planet (2000),Action|Sci-Fi|Thriller,199753.0,8870.0
3983,You Can Count on Me (2000),Drama|Romance,203230.0,14295.0
3984,Diamonds Are Forever (1971),Action|Adventure|Thriller,66995.0,681.0
3985,"Eagle Has Landed, The (1976)",Drama|War,74452.0,11372.0
3986,"6th Day, The (2000)",Action|Sci-Fi|Thriller,216216.0,8452.0
3987,Bounce (2000),Drama|Romance,186894.0,10862.0
3988,How the Grinch Stole Christmas (a.k.a. The Grinch) (2000),Children|Comedy|Fantasy,170016.0,8871.0
3989,One Day in September (1999),Documentary,230591.0,34045.0
3990,Rugrats in Paris: The Movie (2000),Animation|Children|Comedy,213203.0,16340.0
3991,102 Dalmatians (2000),Children|Comedy,211181.0,10481.0
3992,Malèna (2000),Drama|Romance|War,213847.0,10867.0
3993,Quills (2000),Drama|Romance,180073.0,10876.0
3994,Unbreakable (2000),Drama|Sci-Fi,217869.0,9741.0
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance,190332.0,146.0
3997,Dungeons & Dragons (2000),Action|Adventure|Comedy|Fantasy,190374.0,11849.0
3998,Proof of Life (2000),Drama,228750.0,11983.0
3999,Vertical Limit (2000),Action|Adventure,190865.0,11678.0
4000,"Bounty, The (1984)",Adventure|Drama,86993.0,2669.0
4002,"Planes, Trains & Automobiles (1987)",Comedy,93748.0,2609.0
4003,She's Having a Baby (1988),Comedy,96094.0,12714.0
4005,"Living Daylights, The (1987)",Action|Adventure|Thriller,93428.0,708.0
4006,Transformers: The Movie (1986),Adventure|Animation|Children|Sci-Fi,92106.0,1857.0
4007,Wall Street (1987),Drama,94291.0,10673.0
4008,Born on the Fourth of July (1989),Drama|War,96969.0,2604.0
4009,Talk Radio (1988),Drama,96219.0,10132.0
4010,Brewster's Millions (1985),Comedy,88850.0,11064.0
4011,Snatch (2000),Comedy|Crime|Thriller,208092.0,107.0
4012,Punchline (1988),Comedy|Drama,95927.0,40820.0
4014,Chocolat (2000),Drama|Romance,241303.0,392.0
4015,"Dude, Where's My Car? (2000)",Comedy|Sci-Fi,242423.0,8859.0
4016,"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy,120917.0,11688.0
4017,Pollock (2000),Drama,183659.0,12509.0
4018,What Women Want (2000),Comedy|Romance,207201.0,3981.0
4019,Finding Forrester (2000),Drama,181536.0,711.0
4020,"Gift, The (2000)",Thriller,219699.0,2046.0
4021,Before Night Falls (2000),Drama,247196.0,5001.0
4022,Cast Away (2000),Drama,162222.0,8358.0
